v2.id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases,parameters,is_muted
469,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""31\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
470,"Calculate Flight cost when Miles positive, Date valid and First  Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""89\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
471,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""90\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
472,"Calculate Flight cost when Miles positive, Date invalid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""91\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
473,"Calculate Flight cost when Miles positive, Date invalid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""0\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
474,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""1\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
475,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""2\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
476,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""6\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
477,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""7\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
478,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""8\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
479,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""29\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
480,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""30\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
481,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""31\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
482,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""89\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
483,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""90\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
484,"Calculate Flight cost when Miles positive, Date invalid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system will show an error message\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""91\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
485,"Calculate Flight cost when Miles positive, Date invalid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system will show an error message\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""0\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
486,"Calculate Flight cost when Miles positive, Date valid and Business  Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""1\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
487,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""2\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
488,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""6\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
489,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""7\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
490,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""8\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
491,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""29\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
492,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""30\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
493,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""31\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
494,"Calculate Flight cost when Miles positive, Date valid and Business  Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""89\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
495,"Calculate Flight cost when Miles positive, Date valid and Business Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""90\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
496,"Calculate Flight cost when Miles positive, Date invalid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""91\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
497,"Calculate Flight cost when Miles positive, Date invalid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""0\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
498,"Calculate Flight cost when Miles positive, Date valid and First  Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""1\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
499,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""2\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
500,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""6\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
501,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""7\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
502,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""8\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
503,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""29\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
504,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""30\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
505,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""31\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
506,"Calculate Flight cost when Miles positive, Date valid and First  Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""89\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
507,"Calculate Flight cost when Miles positive, Date valid and First Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""90\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
508,"Calculate Flight cost when Miles positive, Date invalid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""2\""""
3. ""\""91\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
509,"Calculate Flight cost when Miles positive, Date invalid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""499\""""
3. ""\""0\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
510,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""499\""""
3. ""\""1\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
511,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""499\""""
3. ""\""2\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
512,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""499\""""
3. ""\""6\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
513,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""499\""""
3. ""\""7\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
